,source,target,weight
19177,Madelyne Pryor,Julio Richter,240
19178,Madelyne Pryor,Emmanuel Da Costa,0
19179,Madelyne Pryor,Sharon Smith,0
19180,Madelyne Pryor,Haroun ibn Sallah al-Rashid,0
19181,Madelyne Pryor,Marie-Ange Colbert,0
19182,Madelyne Pryor,Hela,0
19183,Madelyne Pryor,Gosamyr,20
19184,Madelyne Pryor,Arthur Maddicks,220
19185,Madelyne Pryor,Sally Blevins,300
19186,Madelyne Pryor,Russell Collins,440
19187,Madelyne Pryor,Eitri,0
19188,Madelyne Pryor,Hrimhari,0
19189,Madelyne Pryor,Richard Gill,0
19190,Madelyne Pryor,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
19191,Madelyne Pryor,Michael McCain,0
19192,Madelyne Pryor,Nathan Summers (Stryfe) (Earth-4935),0
19193,Madelyne Pryor,Tyler Dayspring (Earth-4935),0
19194,Madelyne Pryor,Vanessa Carlysle,0
19195,Madelyne Pryor,Gideon,0
19196,Madelyne Pryor,Wade Wilson,0
19197,Madelyne Pryor,Maria Callasantos,0
19198,Madelyne Pryor,X-Force,0
19199,Madelyne Pryor,Edward Pasternak,40
19200,Madelyne Pryor,Abraham Kieros,220
19201,Madelyne Pryor,Autumn Rolfson,220
19202,Madelyne Pryor,Horsemen of Apocalypse,220
19203,Madelyne Pryor,Gammenon,300
19204,Madelyne Pryor,Chosen,300
19205,Madelyne Pryor,Seera,300
19206,Madelyne Pryor,Lev,300
19207,Madelyne Pryor,Rejects,300
19208,Madelyne Pryor,Opal Tanaka,100
19209,Madelyne Pryor,Meggan Puceanu,120
19210,Madelyne Pryor,Metropolitan Police Service,120
19211,Madelyne Pryor,Nigel Frobisher,20
19212,Madelyne Pryor,Opul Lun Sat-Yr-Nin (Earth-794),0
19213,Madelyne Pryor,George Washington Bridge,0
19214,Madelyne Pryor,Garrison Kane,0
19215,Morlocks,Mark Hallett,1224
19216,Morlocks,Callisto,2004
19217,Morlocks,Plague,400
19218,Morlocks,Masque,1700
19219,Morlocks,Keniuchio Harada,0
19220,Morlocks,National Security Council,100
19221,Morlocks,Valerie Cooper,500
19222,Morlocks,Project Wideawake,100
19223,Morlocks,Douglas Ramsey,240
19224,Morlocks,Leech,800
19225,Morlocks,Selene Gallio,320
19226,Morlocks,Forge,500
19227,Morlocks,Adversary,0
19228,Morlocks,Amara Aquilla,260
19229,Morlocks,Nimrod (Earth-811),400
19230,Morlocks,Magus (Technarch),200
19231,Morlocks,Warlock (Technarch),140
19232,Morlocks,Hellions,100
19233,Morlocks,James Proudstar,600
19234,Morlocks,Manuel de la Rocha,100
19235,Morlocks,Jennifer Stavros,100
19236,Morlocks,Lila Cheney,20
19237,Morlocks,Freedom Force,300
19238,Morlocks,Rita Wayword,200
19239,Morlocks,Nathan Summers,644
19240,Morlocks,Nathan Summers,644
19241,Morlocks,Nathan Summers,544
19242,Morlocks,Nathan Summers,544
19243,Morlocks,Nathan Summers,644
19244,Morlocks,Nathan Summers,644
19245,Morlocks,Nathan Summers,544
19246,Morlocks,Nathan Summers,544
19247,Morlocks,Nathan Summers,724
19248,Morlocks,Nathan Summers,724
19249,Morlocks,Nathan Summers,624
19250,Morlocks,Nathan Summers,624
19251,Morlocks,Nathan Summers,724
19252,Morlocks,Nathan Summers,724
19253,Morlocks,Nathan Summers,624
19254,Morlocks,Nathan Summers,624
19255,Morlocks,Brightwind,100
19256,Morlocks,Yuriko Oyama,200
19257,Morlocks,Marauders,424
19258,Morlocks,Philippa Sontag,320
19259,Morlocks,Kodiak Noatak,340
19260,Morlocks,Alice MacAllister,100
19261,Morlocks,John Greycrow,320
19262,Morlocks,Vertigo (Savage Land Mutate),220
19263,Morlocks,X-Factor,604
19264,Morlocks,Elizabeth Braddock,700
19265,Morlocks,Sharon Friedlander,700
19266,Morlocks,Thomas Corsi,500
19267,Morlocks,Victor Creed,400
19268,Morlocks,Nathaniel Essex,20
19269,Morlocks,Frank Bohannan,0
19270,Morlocks,Louis Hamilton,0
19271,Morlocks,Martin Fletcher,0
19272,Morlocks,Gateway,0
19273,Morlocks,Reavers,300
19274,Morlocks,Bonebreaker,200
19275,Morlocks,Pretty Boy,200
19276,Morlocks,Skullbuster,100
19277,Morlocks,Right,0
19278,Morlocks,Patricia Tilby,500
19279,Morlocks,Cameron Hodge,720
19280,Morlocks,Jennifer Ransome,100
19281,Morlocks,Cormick Grimshaw,100
19282,Morlocks,Magistrates,0
19283,Morlocks,David Moreau,0
19284,Morlocks,Phillip Moreau,100
19285,Morlocks,Wipeout,0
19286,Morlocks,N'astirh,0
19287,Morlocks,Tam Anderson,100
19288,Morlocks,En Sabah Nur,500
19289,Morlocks,Prosh,220
19290,Morlocks,Prosh,220
19291,Morlocks,Jubilation Lee,200
19292,Morlocks,Eleanor Murch,0
19293,Morlocks,Orphan-Maker (Peter),0
19294,Morlocks,Weird Happenings Organization,100
19295,Morlocks,Alysande Stuart,200
19296,Morlocks,Lian Shen,100
19297,Morlocks,Jacob Reisz,0
19298,Morlocks,Excalibur,0
19299,Morlocks,Alistaire Stuart,0
19300,Morlocks,Muir Island X-Men,500
19301,Morlocks,David Haller,200
19302,Morlocks,Guido Carosella,100
19303,Morlocks,Charlotte Jones,100
19304,Morlocks,Mutant Liberation Front,300
19305,Morlocks,Remy LeBeau,100
19306,Morlocks,Tabitha Smith,920
19307,Morlocks,Julio Richter,0
19308,Morlocks,Emmanuel Da Costa,0
19309,Morlocks,Sharon Smith,0
19310,Morlocks,Haroun ibn Sallah al-Rashid,0
19311,Morlocks,Marie-Ange Colbert,0
19312,Morlocks,Hela,0
19313,Morlocks,Gosamyr,0
19314,Morlocks,Arthur Maddicks,700
19315,Morlocks,Sally Blevins,800
19316,Morlocks,Russell Collins,700
19317,Morlocks,Eitri,0
19318,Morlocks,Hrimhari,0
19319,Morlocks,Richard Gill,300
19320,Morlocks,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),220
19321,Morlocks,Michael McCain,300
19322,Morlocks,Nathan Summers (Stryfe) (Earth-4935),300
19323,Morlocks,Tyler Dayspring (Earth-4935),0
19324,Morlocks,Vanessa Carlysle,500
19325,Morlocks,Gideon,120
19326,Morlocks,Wade Wilson,0
19327,Morlocks,Maria Callasantos,500
19328,Morlocks,X-Force,420
19329,Morlocks,Edward Pasternak,100
19330,Morlocks,Abraham Kieros,200
19331,Morlocks,Autumn Rolfson,200
19332,Morlocks,Horsemen of Apocalypse,100
19333,Morlocks,Gammenon,0
19334,Morlocks,Chosen,0
19335,Morlocks,Seera,0
19336,Morlocks,Lev,0
19337,Morlocks,Rejects,0
19338,Morlocks,Opal Tanaka,100
19339,Morlocks,Meggan Puceanu,0
19340,Morlocks,Metropolitan Police Service,0
19341,Morlocks,Nigel Frobisher,0
19342,Morlocks,Opul Lun Sat-Yr-Nin (Earth-794),0
19343,Morlocks,George Washington Bridge,20
19344,Morlocks,Garrison Kane,220
19345,Mark Hallett,Callisto,1224
19346,Mark Hallett,Plague,200
19347,Mark Hallett,Masque,700
19348,Mark Hallett,Keniuchio Harada,0
19349,Mark Hallett,National Security Council,100
19350,Mark Hallett,Valerie Cooper,200
19351,Mark Hallett,Project Wideawake,100
19352,Mark Hallett,Douglas Ramsey,220
19353,Mark Hallett,Leech,200
19354,Mark Hallett,Selene Gallio,120
19355,Mark Hallett,Forge,100
19356,Mark Hallett,Adversary,0
19357,Mark Hallett,Amara Aquilla,124
19358,Mark Hallett,Nimrod (Earth-811),220
19359,Mark Hallett,Magus (Technarch),100
19360,Mark Hallett,Warlock (Technarch),120
19361,Mark Hallett,Hellions,100
19362,Mark Hallett,James Proudstar,100
19363,Mark Hallett,Manuel de la Rocha,100
19364,Mark Hallett,Jennifer Stavros,100
19365,Mark Hallett,Lila Cheney,20
19366,Mark Hallett,Freedom Force,100
19367,Mark Hallett,Rita Wayword,0
19368,Mark Hallett,Nathan Summers,4
19369,Mark Hallett,Nathan Summers,4
19370,Mark Hallett,Nathan Summers,4
19371,Mark Hallett,Nathan Summers,4
19372,Mark Hallett,Nathan Summers,4
19373,Mark Hallett,Nathan Summers,4
19374,Mark Hallett,Nathan Summers,4
19375,Mark Hallett,Nathan Summers,4
19376,Mark Hallett,Nathan Summers,4
19377,Mark Hallett,Nathan Summers,4
19378,Mark Hallett,Nathan Summers,4
19379,Mark Hallett,Nathan Summers,4
19380,Mark Hallett,Nathan Summers,4
19381,Mark Hallett,Nathan Summers,4
19382,Mark Hallett,Nathan Summers,4
19383,Mark Hallett,Nathan Summers,4
19384,Mark Hallett,Brightwind,100
19385,Mark Hallett,Yuriko Oyama,0
19386,Mark Hallett,Marauders,124
19387,Mark Hallett,Philippa Sontag,100
19388,Mark Hallett,Kodiak Noatak,100
19389,Mark Hallett,Alice MacAllister,0
19390,Mark Hallett,John Greycrow,100
19391,Mark Hallett,Vertigo (Savage Land Mutate),100
19392,Mark Hallett,X-Factor,4
19393,Mark Hallett,Elizabeth Braddock,200
19394,Mark Hallett,Sharon Friedlander,300
19395,Mark Hallett,Thomas Corsi,200
19396,Mark Hallett,Victor Creed,0
19397,Mark Hallett,Nathaniel Essex,0
19398,Mark Hallett,Frank Bohannan,0
19399,Mark Hallett,Louis Hamilton,0
19400,Mark Hallett,Martin Fletcher,0
19401,Mark Hallett,Gateway,0
19402,Mark Hallett,Reavers,100
19403,Mark Hallett,Bonebreaker,100
19404,Mark Hallett,Pretty Boy,100
19405,Mark Hallett,Skullbuster,100
19406,Mark Hallett,Right,0
19407,Mark Hallett,Patricia Tilby,0
19408,Mark Hallett,Cameron Hodge,20
19409,Mark Hallett,Jennifer Ransome,0
19410,Mark Hallett,Cormick Grimshaw,0
19411,Mark Hallett,Magistrates,0
19412,Mark Hallett,David Moreau,0
19413,Mark Hallett,Phillip Moreau,0
19414,Mark Hallett,Wipeout,0
19415,Mark Hallett,N'astirh,0
19416,Mark Hallett,Tam Anderson,0
19417,Mark Hallett,En Sabah Nur,0
19418,Mark Hallett,Prosh,0
19419,Mark Hallett,Prosh,0
19420,Mark Hallett,Jubilation Lee,0
19421,Mark Hallett,Eleanor Murch,0
19422,Mark Hallett,Orphan-Maker (Peter),0
19423,Mark Hallett,Weird Happenings Organization,0
19424,Mark Hallett,Alysande Stuart,100
19425,Mark Hallett,Lian Shen,0
19426,Mark Hallett,Jacob Reisz,0
19427,Mark Hallett,Excalibur,0
19428,Mark Hallett,Alistaire Stuart,0
19429,Mark Hallett,Muir Island X-Men,100
19430,Mark Hallett,David Haller,100
19431,Mark Hallett,Guido Carosella,0
19432,Mark Hallett,Charlotte Jones,0
19433,Mark Hallett,Mutant Liberation Front,0
19434,Mark Hallett,Remy LeBeau,0
19435,Mark Hallett,Tabitha Smith,0
19436,Mark Hallett,Julio Richter,0
19437,Mark Hallett,Emmanuel Da Costa,0
19438,Mark Hallett,Sharon Smith,0
19439,Mark Hallett,Haroun ibn Sallah al-Rashid,0
19440,Mark Hallett,Marie-Ange Colbert,0
19441,Mark Hallett,Hela,0
19442,Mark Hallett,Gosamyr,0
19443,Mark Hallett,Arthur Maddicks,0
19444,Mark Hallett,Sally Blevins,0
19445,Mark Hallett,Russell Collins,0
19446,Mark Hallett,Eitri,0
19447,Mark Hallett,Hrimhari,0
19448,Mark Hallett,Richard Gill,0
19449,Mark Hallett,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
19450,Mark Hallett,Michael McCain,0
19451,Mark Hallett,Nathan Summers (Stryfe) (Earth-4935),0
19452,Mark Hallett,Tyler Dayspring (Earth-4935),0
19453,Mark Hallett,Vanessa Carlysle,0
19454,Mark Hallett,Gideon,0
19455,Mark Hallett,Wade Wilson,0
19456,Mark Hallett,Maria Callasantos,0
19457,Mark Hallett,X-Force,0
19458,Mark Hallett,Edward Pasternak,0
19459,Mark Hallett,Abraham Kieros,0
19460,Mark Hallett,Autumn Rolfson,0
19461,Mark Hallett,Horsemen of Apocalypse,0
19462,Mark Hallett,Gammenon,0
19463,Mark Hallett,Chosen,0
19464,Mark Hallett,Seera,0
19465,Mark Hallett,Lev,0
19466,Mark Hallett,Rejects,0
19467,Mark Hallett,Opal Tanaka,0
19468,Mark Hallett,Meggan Puceanu,0
19469,Mark Hallett,Metropolitan Police Service,0
19470,Mark Hallett,Nigel Frobisher,0
19471,Mark Hallett,Opul Lun Sat-Yr-Nin (Earth-794),0
19472,Mark Hallett,George Washington Bridge,0
19473,Mark Hallett,Garrison Kane,0
19474,Callisto,Plague,200
19475,Callisto,Masque,1000
19476,Callisto,Keniuchio Harada,0
19477,Callisto,National Security Council,200
19478,Callisto,Valerie Cooper,600
19479,Callisto,Project Wideawake,100
19480,Callisto,Douglas Ramsey,260
19481,Callisto,Leech,200
19482,Callisto,Selene Gallio,420
19483,Callisto,Forge,800
19484,Callisto,Adversary,0
19485,Callisto,Amara Aquilla,160
19486,Callisto,Nimrod (Earth-811),400
19487,Callisto,Magus (Technarch),100
19488,Callisto,Warlock (Technarch),140
19489,Callisto,Hellions,100
19490,Callisto,James Proudstar,100
19491,Callisto,Manuel de la Rocha,100
19492,Callisto,Jennifer Stavros,100
19493,Callisto,Lila Cheney,220
19494,Callisto,Freedom Force,100
19495,Callisto,Rita Wayword,100
19496,Callisto,Nathan Summers,4
19497,Callisto,Nathan Summers,4
19498,Callisto,Nathan Summers,4
19499,Callisto,Nathan Summers,4
19500,Callisto,Nathan Summers,4
19501,Callisto,Nathan Summers,4
19502,Callisto,Nathan Summers,4
19503,Callisto,Nathan Summers,4
19504,Callisto,Nathan Summers,4
19505,Callisto,Nathan Summers,4
19506,Callisto,Nathan Summers,4
19507,Callisto,Nathan Summers,4
19508,Callisto,Nathan Summers,4
19509,Callisto,Nathan Summers,4
19510,Callisto,Nathan Summers,4
19511,Callisto,Nathan Summers,4
19512,Callisto,Brightwind,100
19513,Callisto,Yuriko Oyama,200
19514,Callisto,Marauders,424
19515,Callisto,Philippa Sontag,320
19516,Callisto,Kodiak Noatak,120
19517,Callisto,Alice MacAllister,300
19518,Callisto,John Greycrow,320
19519,Callisto,Vertigo (Savage Land Mutate),120
19520,Callisto,X-Factor,104
19521,Callisto,Elizabeth Braddock,1000
19522,Callisto,Sharon Friedlander,500
19523,Callisto,Thomas Corsi,300
19524,Callisto,Victor Creed,300
19525,Callisto,Nathaniel Essex,20
19526,Callisto,Frank Bohannan,200
19527,Callisto,Louis Hamilton,200
19528,Callisto,Martin Fletcher,200
19529,Callisto,Gateway,20
19530,Callisto,Reavers,300
19531,Callisto,Bonebreaker,300
19532,Callisto,Pretty Boy,300
19533,Callisto,Skullbuster,200
19534,Callisto,Right,0
19535,Callisto,Patricia Tilby,0
19536,Callisto,Cameron Hodge,20
19537,Callisto,Jennifer Ransome,400
19538,Callisto,Cormick Grimshaw,300
19539,Callisto,Magistrates,200
19540,Callisto,David Moreau,100
19541,Callisto,Phillip Moreau,400
19542,Callisto,Wipeout,100
19543,Callisto,N'astirh,0
19544,Callisto,Tam Anderson,200
19545,Callisto,En Sabah Nur,0
19546,Callisto,Prosh,100
19547,Callisto,Prosh,100
19548,Callisto,Jubilation Lee,100
19549,Callisto,Eleanor Murch,0
19550,Callisto,Orphan-Maker (Peter),0
19551,Callisto,Weird Happenings Organization,200
19552,Callisto,Alysande Stuart,300
19553,Callisto,Lian Shen,100
19554,Callisto,Jacob Reisz,100
19555,Callisto,Excalibur,200
19556,Callisto,Alistaire Stuart,100
19557,Callisto,Muir Island X-Men,600
19558,Callisto,David Haller,200
19559,Callisto,Guido Carosella,200
19560,Callisto,Charlotte Jones,100
19561,Callisto,Mutant Liberation Front,0
19562,Callisto,Remy LeBeau,0
19563,Callisto,Tabitha Smith,0
19564,Callisto,Julio Richter,0
19565,Callisto,Emmanuel Da Costa,0
19566,Callisto,Sharon Smith,0
19567,Callisto,Haroun ibn Sallah al-Rashid,0
19568,Callisto,Marie-Ange Colbert,0
19569,Callisto,Hela,0
19570,Callisto,Gosamyr,0
19571,Callisto,Arthur Maddicks,0
19572,Callisto,Sally Blevins,0
19573,Callisto,Russell Collins,0
19574,Callisto,Eitri,0
19575,Callisto,Hrimhari,0
19576,Callisto,Richard Gill,0
19577,Callisto,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
19578,Callisto,Michael McCain,0
19579,Callisto,Nathan Summers (Stryfe) (Earth-4935),0
19580,Callisto,Tyler Dayspring (Earth-4935),0
19581,Callisto,Vanessa Carlysle,0
19582,Callisto,Gideon,0
19583,Callisto,Wade Wilson,0
19584,Callisto,Maria Callasantos,0
19585,Callisto,X-Force,0
19586,Callisto,Edward Pasternak,0
19587,Callisto,Abraham Kieros,0
19588,Callisto,Autumn Rolfson,0
19589,Callisto,Horsemen of Apocalypse,0
19590,Callisto,Gammenon,0
19591,Callisto,Chosen,0
19592,Callisto,Seera,0
19593,Callisto,Lev,0
19594,Callisto,Rejects,0
19595,Callisto,Opal Tanaka,0
19596,Callisto,Meggan Puceanu,200
19597,Callisto,Metropolitan Police Service,0
19598,Callisto,Nigel Frobisher,100
19599,Callisto,Opul Lun Sat-Yr-Nin (Earth-794),100
19600,Callisto,George Washington Bridge,0
19601,Callisto,Garrison Kane,0
19602,Plague,Masque,300
19603,Plague,Keniuchio Harada,0
19604,Plague,National Security Council,0
19605,Plague,Valerie Cooper,0
19606,Plague,Project Wideawake,0
19607,Plague,Douglas Ramsey,0
19608,Plague,Leech,700
19609,Plague,Selene Gallio,0
19610,Plague,Forge,0
19611,Plague,Adversary,0
19612,Plague,Amara Aquilla,0
19613,Plague,Nimrod (Earth-811),0
19614,Plague,Magus (Technarch),0
19615,Plague,Warlock (Technarch),0
19616,Plague,Hellions,0
19617,Plague,James Proudstar,0
19618,Plague,Manuel de la Rocha,0
19619,Plague,Jennifer Stavros,0
19620,Plague,Lila Cheney,0
19621,Plague,Freedom Force,100
19622,Plague,Rita Wayword,0
19623,Plague,Nathan Summers,0
19624,Plague,Nathan Summers,0
19625,Plague,Nathan Summers,0
19626,Plague,Nathan Summers,0
19627,Plague,Nathan Summers,0
19628,Plague,Nathan Summers,0
19629,Plague,Nathan Summers,0
19630,Plague,Nathan Summers,0
19631,Plague,Nathan Summers,0
19632,Plague,Nathan Summers,0
19633,Plague,Nathan Summers,0
19634,Plague,Nathan Summers,0
19635,Plague,Nathan Summers,0
19636,Plague,Nathan Summers,0
19637,Plague,Nathan Summers,0
19638,Plague,Nathan Summers,0
19639,Plague,Brightwind,0
19640,Plague,Yuriko Oyama,0
19641,Plague,Marauders,100
19642,Plague,Philippa Sontag,100
19643,Plague,Kodiak Noatak,100
19644,Plague,Alice MacAllister,0
19645,Plague,John Greycrow,100
19646,Plague,Vertigo (Savage Land Mutate),100
19647,Plague,X-Factor,720
19648,Plague,Elizabeth Braddock,0
19649,Plague,Sharon Friedlander,0
19650,Plague,Thomas Corsi,0
19651,Plague,Victor Creed,100
19652,Plague,Nathaniel Essex,0
19653,Plague,Frank Bohannan,0
19654,Plague,Louis Hamilton,0
19655,Plague,Martin Fletcher,0
19656,Plague,Gateway,0
19657,Plague,Reavers,0
19658,Plague,Bonebreaker,0
19659,Plague,Pretty Boy,0
19660,Plague,Skullbuster,0
19661,Plague,Right,504
19662,Plague,Patricia Tilby,400
19663,Plague,Cameron Hodge,720
19664,Plague,Jennifer Ransome,0
19665,Plague,Cormick Grimshaw,0
19666,Plague,Magistrates,0
19667,Plague,David Moreau,0
19668,Plague,Phillip Moreau,0
19669,Plague,Wipeout,0
19670,Plague,N'astirh,0
19671,Plague,Tam Anderson,0
19672,Plague,En Sabah Nur,904
19673,Plague,Prosh,820
19674,Plague,Prosh,820
19675,Plague,Jubilation Lee,0
19676,Plague,Eleanor Murch,0
19677,Plague,Orphan-Maker (Peter),0
19678,Plague,Weird Happenings Organization,0
19679,Plague,Alysande Stuart,0
19680,Plague,Lian Shen,0
19681,Plague,Jacob Reisz,0
19682,Plague,Excalibur,0
19683,Plague,Alistaire Stuart,0
19684,Plague,Muir Island X-Men,0
19685,Plague,David Haller,0
19686,Plague,Guido Carosella,0
19687,Plague,Charlotte Jones,0
19688,Plague,Mutant Liberation Front,0
19689,Plague,Remy LeBeau,0
19690,Plague,Tabitha Smith,400
19691,Plague,Julio Richter,400
19692,Plague,Emmanuel Da Costa,0
19693,Plague,Sharon Smith,0
19694,Plague,Haroun ibn Sallah al-Rashid,0
19695,Plague,Marie-Ange Colbert,0
19696,Plague,Hela,0
19697,Plague,Gosamyr,0
