,source,target,weight
4764,Robert Drake,Brian Braddock,140
4765,Robert Drake,Illyana Rasputina,380
4766,Robert Drake,Dai Thomas,100
4767,Robert Drake,Katherine Pryde,484
4768,Robert Drake,Emma Frost,120
4769,Robert Drake,Sebastian Shaw,260
4770,Robert Drake,Harold Leland,40
4771,Robert Drake,Donald Pierce,20
4772,Robert Drake,Alison Blaire,504
4773,Robert Drake,Candace Southern,580
4774,Robert Drake,Sage,120
4775,Robert Drake,Wade Cole,0
4776,Robert Drake,Angelo Macon,0
4777,Robert Drake,Murray Reese,0
4778,Robert Drake,Robert Kelly,0
4779,Robert Drake,New York City Police Department,620
4780,Robert Drake,Frederick Dukes,824
4781,Robert Drake,Stephanie Hunter,200
4782,Robert Drake,Katherine Pryde (Earth-811),0
4783,Robert Drake,Rachel Summers (Earth-811),160
4784,Robert Drake,Brotherhood of Evil Mutants,104
4785,Robert Drake,Raven Darkhölme,1104
4786,Robert Drake,Raven Darkhölme,1104
4787,Robert Drake,Irene Adler,504
4788,Robert Drake,St. John Allerdyce,804
4789,Robert Drake,Dominikos Petrakis,604
4790,Robert Drake,Henry Gyrich,20
4791,Robert Drake,Aleytys Forrester,340
4792,Robert Drake,Theresa Cassidy,200
4793,Robert Drake,Caliban,2020
4794,Robert Drake,Carol Danvers,40
4795,Robert Drake,Cal'syee Neramani,0
4796,Robert Drake,Sikorsky,140
4797,Robert Drake,Rogue (Anna Marie),948
4798,Robert Drake,S'ym,20
4799,Robert Drake,Xi'an Coy Manh,44
4800,Robert Drake,Lockheed,200
4801,Robert Drake,New Mutants,1060
4802,Robert Drake,Samuel Guthrie,1160
4803,Robert Drake,Samuel Guthrie,1160
4804,Robert Drake,Rahne Sinclair,1160
4805,Robert Drake,Danielle Moonstar,260
4806,Robert Drake,Roberto Da Costa,1060
4807,Robert Drake,Madelyne Pryor,1400
4808,Robert Drake,Morlocks,824
4809,Robert Drake,Mark Hallett,24
4810,Robert Drake,Callisto,24
4811,Robert Drake,Plague,920
4812,Robert Drake,Masque,320
4813,Robert Drake,Keniuchio Harada,0
4814,Robert Drake,National Security Council,20
4815,Robert Drake,Valerie Cooper,324
4816,Robert Drake,Project Wideawake,20
4817,Robert Drake,Douglas Ramsey,44
4818,Robert Drake,Leech,2000
4819,Robert Drake,Selene Gallio,140
4820,Robert Drake,Forge,1300
4821,Robert Drake,Adversary,0
4822,Robert Drake,Amara Aquilla,44
4823,Robert Drake,Nimrod (Earth-811),20
4824,Robert Drake,Magus (Technarch),100
4825,Robert Drake,Warlock (Technarch),580
4826,Robert Drake,Hellions,0
4827,Robert Drake,James Proudstar,100
4828,Robert Drake,Manuel de la Rocha,0
4829,Robert Drake,Jennifer Stavros,0
4830,Robert Drake,Lila Cheney,100
4831,Robert Drake,Freedom Force,804
4832,Robert Drake,Rita Wayword,404
4833,Robert Drake,Nathan Summers,3384
4834,Robert Drake,Nathan Summers,3384
4835,Robert Drake,Nathan Summers,3384
4836,Robert Drake,Nathan Summers,3384
4837,Robert Drake,Nathan Summers,3304
4838,Robert Drake,Nathan Summers,3304
4839,Robert Drake,Nathan Summers,3304
4840,Robert Drake,Nathan Summers,3304
4841,Robert Drake,Nathan Summers,3464
4842,Robert Drake,Nathan Summers,3464
4843,Robert Drake,Nathan Summers,3464
4844,Robert Drake,Nathan Summers,3464
4845,Robert Drake,Nathan Summers,3384
4846,Robert Drake,Nathan Summers,3384
4847,Robert Drake,Nathan Summers,3384
4848,Robert Drake,Nathan Summers,3384
4849,Robert Drake,Brightwind,240
4850,Robert Drake,Yuriko Oyama,100
4851,Robert Drake,Marauders,604
4852,Robert Drake,Philippa Sontag,300
4853,Robert Drake,Kodiak Noatak,420
4854,Robert Drake,Alice MacAllister,300
4855,Robert Drake,John Greycrow,400
4856,Robert Drake,Vertigo (Savage Land Mutate),200
4857,Robert Drake,X-Factor,7524
4858,Robert Drake,Elizabeth Braddock,1304
4859,Robert Drake,Sharon Friedlander,0
4860,Robert Drake,Thomas Corsi,0
4861,Robert Drake,Victor Creed,600
4862,Robert Drake,Nathaniel Essex,300
4863,Robert Drake,Frank Bohannan,400
4864,Robert Drake,Louis Hamilton,200
4865,Robert Drake,Martin Fletcher,300
4866,Robert Drake,Gateway,20
4867,Robert Drake,Reavers,0
4868,Robert Drake,Bonebreaker,0
4869,Robert Drake,Pretty Boy,0
4870,Robert Drake,Skullbuster,0
4871,Robert Drake,Right,940
4872,Robert Drake,Patricia Tilby,2100
4873,Robert Drake,Cameron Hodge,3140
4874,Robert Drake,Jennifer Ransome,100
4875,Robert Drake,Cormick Grimshaw,100
4876,Robert Drake,Magistrates,500
4877,Robert Drake,David Moreau,500
4878,Robert Drake,Phillip Moreau,100
4879,Robert Drake,Wipeout,500
4880,Robert Drake,N'astirh,400
4881,Robert Drake,Tam Anderson,400
4882,Robert Drake,En Sabah Nur,2480
4883,Robert Drake,Prosh,4320
4884,Robert Drake,Prosh,4320
4885,Robert Drake,Jubilation Lee,900
4886,Robert Drake,Eleanor Murch,500
4887,Robert Drake,Orphan-Maker (Peter),400
4888,Robert Drake,Weird Happenings Organization,0
4889,Robert Drake,Alysande Stuart,0
4890,Robert Drake,Lian Shen,20
4891,Robert Drake,Jacob Reisz,120
4892,Robert Drake,Excalibur,120
4893,Robert Drake,Alistaire Stuart,100
4894,Robert Drake,Muir Island X-Men,900
4895,Robert Drake,David Haller,300
4896,Robert Drake,Guido Carosella,400
4897,Robert Drake,Charlotte Jones,1200
4898,Robert Drake,Mutant Liberation Front,100
4899,Robert Drake,Remy LeBeau,1100
4900,Robert Drake,Tabitha Smith,2700
4901,Robert Drake,Julio Richter,2400
4902,Robert Drake,Emmanuel Da Costa,100
4903,Robert Drake,Sharon Smith,0
4904,Robert Drake,Haroun ibn Sallah al-Rashid,0
4905,Robert Drake,Marie-Ange Colbert,0
4906,Robert Drake,Hela,0
4907,Robert Drake,Gosamyr,0
4908,Robert Drake,Arthur Maddicks,2500
4909,Robert Drake,Sally Blevins,2700
4910,Robert Drake,Russell Collins,3000
4911,Robert Drake,Eitri,0
4912,Robert Drake,Hrimhari,0
4913,Robert Drake,Richard Gill,0
4914,Robert Drake,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),100
4915,Robert Drake,Michael McCain,0
4916,Robert Drake,Nathan Summers (Stryfe) (Earth-4935),0
4917,Robert Drake,Tyler Dayspring (Earth-4935),0
4918,Robert Drake,Vanessa Carlysle,100
4919,Robert Drake,Gideon,0
4920,Robert Drake,Wade Wilson,0
4921,Robert Drake,Maria Callasantos,100
4922,Robert Drake,X-Force,100
4923,Robert Drake,Edward Pasternak,700
4924,Robert Drake,Abraham Kieros,1120
4925,Robert Drake,Autumn Rolfson,1120
4926,Robert Drake,Horsemen of Apocalypse,1100
4927,Robert Drake,Gammenon,700
4928,Robert Drake,Chosen,700
4929,Robert Drake,Seera,700
4930,Robert Drake,Lev,700
4931,Robert Drake,Rejects,700
4932,Robert Drake,Opal Tanaka,1000
4933,Robert Drake,Meggan Puceanu,120
4934,Robert Drake,Metropolitan Police Service,0
4935,Robert Drake,Nigel Frobisher,0
4936,Robert Drake,Opul Lun Sat-Yr-Nin (Earth-794),0
4937,Robert Drake,George Washington Bridge,0
4938,Robert Drake,Garrison Kane,0
4939,Lorna Dane,Avengers,20
4940,Lorna Dane,Henry McCoy,844
4941,Lorna Dane,Moira MacTaggert (Earth-TRN748),2224
4942,Lorna Dane,Shi'ar Imperial Fleet,300
4943,Lorna Dane,Lilandra Neramani,840
4944,Lorna Dane,Jimaine Szardos,420
4945,Lorna Dane,Peter Corbeau,200
4946,Lorna Dane,Nicholas Fury,140
4947,Lorna Dane,Thomas Cassidy,224
4948,Lorna Dane,"Strategic Homeland Intervention, Enforcement and Logistics Division",100
4949,Lorna Dane,Hellfire Club,204
4950,Lorna Dane,Phoenix Force,1204
4951,Lorna Dane,Phoenix Force,1104
4952,Lorna Dane,Phoenix Force,1204
4953,Lorna Dane,Phoenix Force,1104
4954,Lorna Dane,Cain Marko,424
4955,Lorna Dane,Mercedes Knight,500
4956,Lorna Dane,Max Eisenhardt,644
4957,Lorna Dane,James Madrox,1020
4958,Lorna Dane,John Grey,640
4959,Lorna Dane,Elaine Grey,640
4960,Lorna Dane,Starjammers,300
4961,Lorna Dane,Ch'od,300
4962,Lorna Dane,Cr'reee,300
4963,Lorna Dane,Christopher Summers,508
4964,Lorna Dane,Hepzibah,200
4965,Lorna Dane,Raza Longknife,200
4966,Lorna Dane,Imperial Guard,104
4967,Lorna Dane,Kallark,124
4968,Lorna Dane,Sybil (Oracle),204
4969,Lorna Dane,Araki,100
4970,Lorna Dane,Karl Lykos,4
4971,Lorna Dane,Mariko Yashida,240
4972,Lorna Dane,Colleen Wing,300
4973,Lorna Dane,Arcade,404
4974,Lorna Dane,Miss Locke,400
4975,Lorna Dane,Jason Wyngarde,424
4976,Lorna Dane,Peter Parker,4
4977,Lorna Dane,Brian Braddock,120
4978,Lorna Dane,Illyana Rasputina,260
4979,Lorna Dane,Dai Thomas,100
4980,Lorna Dane,Katherine Pryde,660
4981,Lorna Dane,Emma Frost,200
4982,Lorna Dane,Sebastian Shaw,104
4983,Lorna Dane,Harold Leland,104
4984,Lorna Dane,Donald Pierce,504
4985,Lorna Dane,Alison Blaire,1200
4986,Lorna Dane,Candace Southern,104
4987,Lorna Dane,Sage,0
4988,Lorna Dane,Wade Cole,500
4989,Lorna Dane,Angelo Macon,500
4990,Lorna Dane,Murray Reese,500
4991,Lorna Dane,Robert Kelly,20
4992,Lorna Dane,New York City Police Department,200
4993,Lorna Dane,Frederick Dukes,124
4994,Lorna Dane,Stephanie Hunter,200
4995,Lorna Dane,Katherine Pryde (Earth-811),0
4996,Lorna Dane,Rachel Summers (Earth-811),120
4997,Lorna Dane,Brotherhood of Evil Mutants,100
4998,Lorna Dane,Raven Darkhölme,700
4999,Lorna Dane,Raven Darkhölme,600
5000,Lorna Dane,Irene Adler,200
5001,Lorna Dane,St. John Allerdyce,100
5002,Lorna Dane,Dominikos Petrakis,120
5003,Lorna Dane,Henry Gyrich,0
5004,Lorna Dane,Aleytys Forrester,320
5005,Lorna Dane,Theresa Cassidy,200
5006,Lorna Dane,Caliban,0
5007,Lorna Dane,Carol Danvers,440
5008,Lorna Dane,Cal'syee Neramani,20
5009,Lorna Dane,Sikorsky,0
5010,Lorna Dane,Rogue (Anna Marie),1640
5011,Lorna Dane,S'ym,0
5012,Lorna Dane,Xi'an Coy Manh,0
5013,Lorna Dane,Lockheed,120
5014,Lorna Dane,New Mutants,40
5015,Lorna Dane,Samuel Guthrie,140
5016,Lorna Dane,Samuel Guthrie,140
5017,Lorna Dane,Rahne Sinclair,120
5018,Lorna Dane,Danielle Moonstar,20
5019,Lorna Dane,Roberto Da Costa,40
5020,Lorna Dane,Madelyne Pryor,740
5021,Lorna Dane,Morlocks,100
5022,Lorna Dane,Mark Hallett,100
5023,Lorna Dane,Callisto,300
5024,Lorna Dane,Plague,0
5025,Lorna Dane,Masque,100
5026,Lorna Dane,Keniuchio Harada,20
5027,Lorna Dane,National Security Council,0
5028,Lorna Dane,Valerie Cooper,200
5029,Lorna Dane,Project Wideawake,0
5030,Lorna Dane,Douglas Ramsey,20
5031,Lorna Dane,Leech,0
5032,Lorna Dane,Selene Gallio,100
5033,Lorna Dane,Forge,820
5034,Lorna Dane,Adversary,200
5035,Lorna Dane,Amara Aquilla,0
5036,Lorna Dane,Nimrod (Earth-811),0
5037,Lorna Dane,Magus (Technarch),0
5038,Lorna Dane,Warlock (Technarch),0
5039,Lorna Dane,Hellions,0
5040,Lorna Dane,James Proudstar,100
5041,Lorna Dane,Manuel de la Rocha,0
5042,Lorna Dane,Jennifer Stavros,0
5043,Lorna Dane,Lila Cheney,100
5044,Lorna Dane,Freedom Force,200
5045,Lorna Dane,Rita Wayword,0
5046,Lorna Dane,Nathan Summers,400
5047,Lorna Dane,Nathan Summers,400
5048,Lorna Dane,Nathan Summers,400
5049,Lorna Dane,Nathan Summers,400
5050,Lorna Dane,Nathan Summers,400
5051,Lorna Dane,Nathan Summers,400
5052,Lorna Dane,Nathan Summers,400
5053,Lorna Dane,Nathan Summers,400
5054,Lorna Dane,Nathan Summers,400
5055,Lorna Dane,Nathan Summers,400
5056,Lorna Dane,Nathan Summers,400
5057,Lorna Dane,Nathan Summers,400
5058,Lorna Dane,Nathan Summers,400
5059,Lorna Dane,Nathan Summers,400
5060,Lorna Dane,Nathan Summers,400
5061,Lorna Dane,Nathan Summers,400
5062,Lorna Dane,Brightwind,0
5063,Lorna Dane,Yuriko Oyama,400
5064,Lorna Dane,Marauders,800
5065,Lorna Dane,Philippa Sontag,400
5066,Lorna Dane,Kodiak Noatak,400
5067,Lorna Dane,Alice MacAllister,900
5068,Lorna Dane,John Greycrow,500
5069,Lorna Dane,Vertigo (Savage Land Mutate),400
5070,Lorna Dane,X-Factor,700
5071,Lorna Dane,Elizabeth Braddock,1800
5072,Lorna Dane,Sharon Friedlander,300
5073,Lorna Dane,Thomas Corsi,200
5074,Lorna Dane,Victor Creed,600
5075,Lorna Dane,Nathaniel Essex,600
5076,Lorna Dane,Frank Bohannan,100
5077,Lorna Dane,Louis Hamilton,200
5078,Lorna Dane,Martin Fletcher,0
5079,Lorna Dane,Gateway,540
5080,Lorna Dane,Reavers,500
5081,Lorna Dane,Bonebreaker,500
5082,Lorna Dane,Pretty Boy,400
5083,Lorna Dane,Skullbuster,300
5084,Lorna Dane,Right,100
5085,Lorna Dane,Patricia Tilby,200
5086,Lorna Dane,Cameron Hodge,0
5087,Lorna Dane,Jennifer Ransome,0
5088,Lorna Dane,Cormick Grimshaw,0
5089,Lorna Dane,Magistrates,0
5090,Lorna Dane,David Moreau,0
5091,Lorna Dane,Phillip Moreau,0
5092,Lorna Dane,Wipeout,0
5093,Lorna Dane,N'astirh,300
5094,Lorna Dane,Tam Anderson,0
5095,Lorna Dane,En Sabah Nur,0
5096,Lorna Dane,Prosh,100
5097,Lorna Dane,Prosh,100
5098,Lorna Dane,Jubilation Lee,600
5099,Lorna Dane,Eleanor Murch,0
5100,Lorna Dane,Orphan-Maker (Peter),0
5101,Lorna Dane,Weird Happenings Organization,100
5102,Lorna Dane,Alysande Stuart,200
5103,Lorna Dane,Lian Shen,300
5104,Lorna Dane,Jacob Reisz,500
5105,Lorna Dane,Excalibur,120
5106,Lorna Dane,Alistaire Stuart,100
5107,Lorna Dane,Muir Island X-Men,700
5108,Lorna Dane,David Haller,800
5109,Lorna Dane,Guido Carosella,300
5110,Lorna Dane,Charlotte Jones,0
5111,Lorna Dane,Mutant Liberation Front,0
5112,Lorna Dane,Remy LeBeau,400
5113,Lorna Dane,Tabitha Smith,100
5114,Lorna Dane,Julio Richter,0
5115,Lorna Dane,Emmanuel Da Costa,0
5116,Lorna Dane,Sharon Smith,0
5117,Lorna Dane,Haroun ibn Sallah al-Rashid,0
5118,Lorna Dane,Marie-Ange Colbert,0
5119,Lorna Dane,Hela,0
5120,Lorna Dane,Gosamyr,0
5121,Lorna Dane,Arthur Maddicks,0
5122,Lorna Dane,Sally Blevins,0
5123,Lorna Dane,Russell Collins,0
5124,Lorna Dane,Eitri,0
5125,Lorna Dane,Hrimhari,0
5126,Lorna Dane,Richard Gill,0
5127,Lorna Dane,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
5128,Lorna Dane,Michael McCain,0
5129,Lorna Dane,Nathan Summers (Stryfe) (Earth-4935),0
5130,Lorna Dane,Tyler Dayspring (Earth-4935),0
5131,Lorna Dane,Vanessa Carlysle,100
5132,Lorna Dane,Gideon,0
5133,Lorna Dane,Wade Wilson,0
5134,Lorna Dane,Maria Callasantos,100
5135,Lorna Dane,X-Force,100
5136,Lorna Dane,Edward Pasternak,0
5137,Lorna Dane,Abraham Kieros,0
5138,Lorna Dane,Autumn Rolfson,0
5139,Lorna Dane,Horsemen of Apocalypse,0
5140,Lorna Dane,Gammenon,0
5141,Lorna Dane,Chosen,0
5142,Lorna Dane,Seera,0
5143,Lorna Dane,Lev,0
5144,Lorna Dane,Rejects,0
5145,Lorna Dane,Opal Tanaka,0
5146,Lorna Dane,Meggan Puceanu,120
5147,Lorna Dane,Metropolitan Police Service,0
5148,Lorna Dane,Nigel Frobisher,0
5149,Lorna Dane,Opul Lun Sat-Yr-Nin (Earth-794),0
5150,Lorna Dane,George Washington Bridge,0
5151,Lorna Dane,Garrison Kane,0
5152,Avengers,Henry McCoy,408
5153,Avengers,Moira MacTaggert (Earth-TRN748),0
5154,Avengers,Shi'ar Imperial Fleet,200
5155,Avengers,Lilandra Neramani,220
5156,Avengers,Jimaine Szardos,0
5157,Avengers,Peter Corbeau,100
5158,Avengers,Nicholas Fury,0
5159,Avengers,Thomas Cassidy,0
5160,Avengers,"Strategic Homeland Intervention, Enforcement and Logistics Division",0
5161,Avengers,Hellfire Club,0
5162,Avengers,Phoenix Force,200
5163,Avengers,Phoenix Force,200
5164,Avengers,Phoenix Force,200
5165,Avengers,Phoenix Force,200
5166,Avengers,Cain Marko,0
5167,Avengers,Mercedes Knight,100
5168,Avengers,Max Eisenhardt,100
5169,Avengers,James Madrox,0
5170,Avengers,John Grey,100
5171,Avengers,Elaine Grey,100
5172,Avengers,Starjammers,200
5173,Avengers,Ch'od,200
5174,Avengers,Cr'reee,200
5175,Avengers,Christopher Summers,300
5176,Avengers,Hepzibah,200
5177,Avengers,Raza Longknife,200
5178,Avengers,Imperial Guard,200
5179,Avengers,Kallark,200
5180,Avengers,Sybil (Oracle),0
5181,Avengers,Araki,100
5182,Avengers,Karl Lykos,0
5183,Avengers,Mariko Yashida,0
5184,Avengers,Colleen Wing,0
5185,Avengers,Arcade,0
5186,Avengers,Miss Locke,0
5187,Avengers,Jason Wyngarde,0
5188,Avengers,Peter Parker,0
5189,Avengers,Brian Braddock,0
5190,Avengers,Illyana Rasputina,120
5191,Avengers,Dai Thomas,0
5192,Avengers,Katherine Pryde,200
5193,Avengers,Emma Frost,100
5194,Avengers,Sebastian Shaw,0
5195,Avengers,Harold Leland,0
5196,Avengers,Donald Pierce,0
5197,Avengers,Alison Blaire,4
5198,Avengers,Candace Southern,100
5199,Avengers,Sage,0
5200,Avengers,Wade Cole,0
5201,Avengers,Angelo Macon,0
5202,Avengers,Murray Reese,0
5203,Avengers,Robert Kelly,0
5204,Avengers,New York City Police Department,300
5205,Avengers,Frederick Dukes,0
5206,Avengers,Stephanie Hunter,0
5207,Avengers,Katherine Pryde (Earth-811),0
5208,Avengers,Rachel Summers (Earth-811),4
5209,Avengers,Brotherhood of Evil Mutants,0
5210,Avengers,Raven Darkhölme,0
5211,Avengers,Raven Darkhölme,0
5212,Avengers,Irene Adler,0
5213,Avengers,St. John Allerdyce,0
5214,Avengers,Dominikos Petrakis,0
5215,Avengers,Henry Gyrich,0
5216,Avengers,Aleytys Forrester,0
5217,Avengers,Theresa Cassidy,0
5218,Avengers,Caliban,20
5219,Avengers,Carol Danvers,0
5220,Avengers,Cal'syee Neramani,200
5221,Avengers,Sikorsky,100
5222,Avengers,Rogue (Anna Marie),4
5223,Avengers,S'ym,0
5224,Avengers,Xi'an Coy Manh,100
5225,Avengers,Lockheed,0
5226,Avengers,New Mutants,104
5227,Avengers,Samuel Guthrie,104
5228,Avengers,Samuel Guthrie,104
5229,Avengers,Rahne Sinclair,104
5230,Avengers,Danielle Moonstar,4
5231,Avengers,Roberto Da Costa,4
5232,Avengers,Madelyne Pryor,100
5233,Avengers,Morlocks,20
5234,Avengers,Mark Hallett,4
5235,Avengers,Callisto,20
5236,Avengers,Plague,0
5237,Avengers,Masque,0
5238,Avengers,Keniuchio Harada,0
5239,Avengers,National Security Council,0
5240,Avengers,Valerie Cooper,0
5241,Avengers,Project Wideawake,0
5242,Avengers,Douglas Ramsey,100
5243,Avengers,Leech,100
5244,Avengers,Selene Gallio,0
5245,Avengers,Forge,0
5246,Avengers,Adversary,0
5247,Avengers,Amara Aquilla,104
5248,Avengers,Nimrod (Earth-811),20
5249,Avengers,Magus (Technarch),0
5250,Avengers,Warlock (Technarch),100
5251,Avengers,Hellions,100
5252,Avengers,James Proudstar,0
5253,Avengers,Manuel de la Rocha,100
5254,Avengers,Jennifer Stavros,0
5255,Avengers,Lila Cheney,0
5256,Avengers,Freedom Force,0
5257,Avengers,Rita Wayword,0
5258,Avengers,Nathan Summers,200
5259,Avengers,Nathan Summers,200
5260,Avengers,Nathan Summers,200
5261,Avengers,Nathan Summers,200
5262,Avengers,Nathan Summers,200
5263,Avengers,Nathan Summers,200
5264,Avengers,Nathan Summers,200
5265,Avengers,Nathan Summers,200
5266,Avengers,Nathan Summers,200
5267,Avengers,Nathan Summers,200
5268,Avengers,Nathan Summers,200
5269,Avengers,Nathan Summers,200
5270,Avengers,Nathan Summers,200
5271,Avengers,Nathan Summers,200
5272,Avengers,Nathan Summers,200
5273,Avengers,Nathan Summers,200
5274,Avengers,Brightwind,0
5275,Avengers,Yuriko Oyama,0
5276,Avengers,Marauders,0
5277,Avengers,Philippa Sontag,0
5278,Avengers,Kodiak Noatak,0
5279,Avengers,Alice MacAllister,0
5280,Avengers,John Greycrow,0
5281,Avengers,Vertigo (Savage Land Mutate),0
5282,Avengers,X-Factor,300
5283,Avengers,Elizabeth Braddock,0
5284,Avengers,Sharon Friedlander,0
5285,Avengers,Thomas Corsi,0
5286,Avengers,Victor Creed,0
5287,Avengers,Nathaniel Essex,0
5288,Avengers,Frank Bohannan,0
5289,Avengers,Louis Hamilton,0
5290,Avengers,Martin Fletcher,0
5291,Avengers,Gateway,0
5292,Avengers,Reavers,0
5293,Avengers,Bonebreaker,0
5294,Avengers,Pretty Boy,0
5295,Avengers,Skullbuster,0
5296,Avengers,Right,0
5297,Avengers,Patricia Tilby,0
5298,Avengers,Cameron Hodge,200
5299,Avengers,Jennifer Ransome,0
5300,Avengers,Cormick Grimshaw,0
5301,Avengers,Magistrates,0
5302,Avengers,David Moreau,0
5303,Avengers,Phillip Moreau,0
5304,Avengers,Wipeout,0
5305,Avengers,N'astirh,100
5306,Avengers,Tam Anderson,0
5307,Avengers,En Sabah Nur,100
5308,Avengers,Prosh,200
5309,Avengers,Prosh,200
5310,Avengers,Jubilation Lee,0
5311,Avengers,Eleanor Murch,0
5312,Avengers,Orphan-Maker (Peter),0
5313,Avengers,Weird Happenings Organization,0
5314,Avengers,Alysande Stuart,0
5315,Avengers,Lian Shen,0
5316,Avengers,Jacob Reisz,0
5317,Avengers,Excalibur,0
5318,Avengers,Alistaire Stuart,0
5319,Avengers,Muir Island X-Men,0
5320,Avengers,David Haller,0
5321,Avengers,Guido Carosella,0
5322,Avengers,Charlotte Jones,100
5323,Avengers,Mutant Liberation Front,0
5324,Avengers,Remy LeBeau,0
5325,Avengers,Tabitha Smith,100
5326,Avengers,Julio Richter,100
5327,Avengers,Emmanuel Da Costa,0
5328,Avengers,Sharon Smith,0
5329,Avengers,Haroun ibn Sallah al-Rashid,100
5330,Avengers,Marie-Ange Colbert,0
5331,Avengers,Hela,0
5332,Avengers,Gosamyr,0
5333,Avengers,Arthur Maddicks,100
5334,Avengers,Sally Blevins,100
5335,Avengers,Russell Collins,200
5336,Avengers,Eitri,0
5337,Avengers,Hrimhari,0
5338,Avengers,Richard Gill,0
5339,Avengers,Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),0
5340,Avengers,Michael McCain,0
5341,Avengers,Nathan Summers (Stryfe) (Earth-4935),0
5342,Avengers,Tyler Dayspring (Earth-4935),0
5343,Avengers,Vanessa Carlysle,0
5344,Avengers,Gideon,0
5345,Avengers,Wade Wilson,0
5346,Avengers,Maria Callasantos,0
5347,Avengers,X-Force,0
5348,Avengers,Edward Pasternak,0
5349,Avengers,Abraham Kieros,0
5350,Avengers,Autumn Rolfson,0
5351,Avengers,Horsemen of Apocalypse,0
5352,Avengers,Gammenon,0
5353,Avengers,Chosen,0
5354,Avengers,Seera,0
5355,Avengers,Lev,0
5356,Avengers,Rejects,0
5357,Avengers,Opal Tanaka,0
5358,Avengers,Meggan Puceanu,0
5359,Avengers,Metropolitan Police Service,0
5360,Avengers,Nigel Frobisher,0
5361,Avengers,Opul Lun Sat-Yr-Nin (Earth-794),0
5362,Avengers,George Washington Bridge,0
5363,Avengers,Garrison Kane,0
5364,Henry McCoy,Moira MacTaggert (Earth-TRN748),808
5365,Henry McCoy,Shi'ar Imperial Fleet,0
5366,Henry McCoy,Lilandra Neramani,964
5367,Henry McCoy,Jimaine Szardos,24
5368,Henry McCoy,Peter Corbeau,300
5369,Henry McCoy,Nicholas Fury,104
5370,Henry McCoy,Thomas Cassidy,20
5371,Henry McCoy,"Strategic Homeland Intervention, Enforcement and Logistics Division",100
5372,Henry McCoy,Hellfire Club,360
5373,Henry McCoy,Phoenix Force,1588
5374,Henry McCoy,Phoenix Force,1588
5375,Henry McCoy,Phoenix Force,1588
5376,Henry McCoy,Phoenix Force,1588
5377,Henry McCoy,Cain Marko,160
5378,Henry McCoy,Mercedes Knight,124
5379,Henry McCoy,Max Eisenhardt,1124
5380,Henry McCoy,James Madrox,500
5381,Henry McCoy,John Grey,940
5382,Henry McCoy,Elaine Grey,940
5383,Henry McCoy,Starjammers,160
5384,Henry McCoy,Ch'od,144
5385,Henry McCoy,Cr'reee,144
5386,Henry McCoy,Christopher Summers,168
5387,Henry McCoy,Hepzibah,144
5388,Henry McCoy,Raza Longknife,144
5389,Henry McCoy,Imperial Guard,220
5390,Henry McCoy,Kallark,320
5391,Henry McCoy,Sybil (Oracle),120
5392,Henry McCoy,Araki,400
5393,Henry McCoy,Karl Lykos,220
5394,Henry McCoy,Mariko Yashida,140
5395,Henry McCoy,Colleen Wing,0
5396,Henry McCoy,Arcade,120
5397,Henry McCoy,Miss Locke,100
5398,Henry McCoy,Jason Wyngarde,344
5399,Henry McCoy,Peter Parker,124
5400,Henry McCoy,Brian Braddock,120
5401,Henry McCoy,Illyana Rasputina,280
5402,Henry McCoy,Dai Thomas,100
5403,Henry McCoy,Katherine Pryde,504
5404,Henry McCoy,Emma Frost,120
5405,Henry McCoy,Sebastian Shaw,460
5406,Henry McCoy,Harold Leland,240
5407,Henry McCoy,Donald Pierce,140
5408,Henry McCoy,Alison Blaire,504
5409,Henry McCoy,Candace Southern,480
5410,Henry McCoy,Sage,120
5411,Henry McCoy,Wade Cole,0
5412,Henry McCoy,Angelo Macon,0
5413,Henry McCoy,Murray Reese,0
5414,Henry McCoy,Robert Kelly,200
5415,Henry McCoy,New York City Police Department,720
5416,Henry McCoy,Frederick Dukes,824
5417,Henry McCoy,Stephanie Hunter,200
5418,Henry McCoy,Katherine Pryde (Earth-811),0
5419,Henry McCoy,Rachel Summers (Earth-811),140
5420,Henry McCoy,Brotherhood of Evil Mutants,104
5421,Henry McCoy,Raven Darkhölme,1104
5422,Henry McCoy,Raven Darkhölme,1104
5423,Henry McCoy,Irene Adler,504
5424,Henry McCoy,St. John Allerdyce,804
5425,Henry McCoy,Dominikos Petrakis,604
5426,Henry McCoy,Henry Gyrich,20
5427,Henry McCoy,Aleytys Forrester,140
5428,Henry McCoy,Theresa Cassidy,200
5429,Henry McCoy,Caliban,1920
5430,Henry McCoy,Carol Danvers,48
5431,Henry McCoy,Cal'syee Neramani,0
5432,Henry McCoy,Sikorsky,144
5433,Henry McCoy,Rogue (Anna Marie),972
5434,Henry McCoy,S'ym,20
5435,Henry McCoy,Xi'an Coy Manh,44
5436,Henry McCoy,Lockheed,220
5437,Henry McCoy,New Mutants,1160
5438,Henry McCoy,Samuel Guthrie,1260
5439,Henry McCoy,Samuel Guthrie,1260
5440,Henry McCoy,Rahne Sinclair,1260
5441,Henry McCoy,Danielle Moonstar,260
5442,Henry McCoy,Roberto Da Costa,1160
